148;221;211;195;land;false;plains;1
149;88;237;177;land;false;plains;1
150;205;200;242;land;true;jungle;1
151;229;218;204;land;false;desert;1
152;164;158;251;land;false;plains;1
153;234;191;124;land;false;jungle;1
154;219;230;86;land;true;hills;1
155;110;206;228;land;false;mountain;1
156;229;59;226;land;false;plains;1
157;228;227;101;land;false;hills;1
158;252;243;209;land;false;forest;1
159;226;208;140;land;true;forest;1
160;144;217;142;land;false;hills;1
161;169;174;228;land;false;mountain;1
162;245;218;233;land;false;hills;1
163;137;232;227;land;false;desert;1
164;210;226;74;land;false;mountain;1
165;203;65;236;land;false;hills;1
166;137;208;162;land;false;desert;1
167;235;99;244;land;true;plains;1
168;203;238;198;land;false;hills;1
169;133;185;239;land;false;plains;1
170;207;239;108;land;false;plains;1
171;230;203;158;land;false;hills;1
172;248;130;132;land;false;hills;1
173;185;149;200;land;false;forest;1
174;183;199;146;land;false;hills;1
175;122;247;173;land;false;desert;1
176;65;247;220;land;false;forest;1
177;156;152;219;land;false;forest;1
178;224;243;51;land;false;hills;1
179;184;156;246;land;false;mountain;1
180;17;19;168;land;false;plains;1
181;206;223;209;land;false;desert;1
182;251;163;150;land;false;mountain;1
183;249;241;136;land;false;plains;1
184;198;164;187;land;false;plains;1
185;227;213;79;land;false;desert;1
186;175;207;251;land;false;mountain;1
187;220;230;223;land;false;plains;1
188;119;237;252;land;false;hills;1
189;250;234;169;land;false;mountain;1
190;237;221;182;land;false;hills;1
191;102;197;208;land;false;plains;1
192;151;147;236;land;false;plains;1
193;157;216;151;land;false;mountain;1
194;150;241;134;land;true;plains;1
195;32;237;242;land;false;desert;1
196;224;213;94;land;false;forest;1
197;254;246;143;land;false;mountain;1
198;168;224;249;land;true;hills;1
199;207;219;90;land;false;desert;1
200;198;253;58;land;false;hills;1
201;52;242;245;land;false;mountain;1
202;149;138;248;land;false;desert;1
203;194;242;241;land;false;hills;1
204;177;185;209;land;false;forest;1
205;218;178;224;land;false;forest;1
206;142;182;191;land;false;desert;1
207;128;249;208;land;false;hills;1
208;218;124;159;land;false;plains;1
209;232;214;209;land;false;hills;1
210;219;241;145;land;false;desert;1
211;159;166;232;land;false;plains;1
212;248;200;139;land;false;plains;1
213;181;225;172;land;false;plains;1
214;232;67;226;land;false;mountain;1
215;143;157;216;land;false;hills;1
216;177;227;227;land;false;hills;1
217;236;217;150;land;false;jungle;1
218;181;198;147;land;true;hills;1
219;169;253;148;land;false;plains;1
220;161;116;254;land;false;mountain;1
221;229;250;56;land;false;mountain;1
222;198;248;237;land;false;forest;1
223;171;244;194;land;true;jungle;1
224;203;216;232;land;false;mountain;1
225;196;102;231;land;false;hills;1
226;194;234;171;land;false;plains;1
227;77;227;211;land;false;hills;1
228;228;108;173;land;false;hills;1
229;236;129;248;land;false;forest;1
230;144;200;230;land;false;hills;1
231;156;228;158;land;false;plains;1
232;173;125;238;land;false;plains;1
233;179;245;188;land;false;desert;1
234;189;218;106;land;false;plains;1
235;90;252;244;land;false;hills;1
236;199;219;180;land;true;forest;1
237;252;150;107;land;false;hills;1
238;204;206;142;land;false;hills;1
239;226;219;225;land;false;hills;1
240;248;155;135;land;false;hills;1
241;250;43;228;land;false;mountain;1
242;208;238;204;land;false;plains;1
243;190;168;177;land;false;mountain;1
244;254;177;143;land;false;forest;1
245;238;178;119;land;false;forest;1
246;212;235;142;land;false;hills;1
247;149;139;237;land;false;desert;1
248;48;246;233;land;false;plains;1
249;85;197;222;land;false;forest;1
250;85;209;240;land;true;plains;1
251;247;249;50;land;false;plains;1
252;124;239;220;land;false;hills;1
253;231;236;190;land;false;plains;1
254;154;199;209;land;false;hills;1
255;160;181;182;land;false;hills;1
256;211;137;241;land;false;hills;1
257;240;183;121;land;false;mountain;1
258;204;251;185;land;true;plains;1
259;247;160;121;land;false;plains;1
260;212;245;181;land;true;plains;1
261;195;212;115;land;false;desert;1
262;193;164;160;land;false;mountain;1
263;250;245;223;land;false;hills;1
264;243;227;163;land;false;hills;1
265;224;183;167;land;false;plains;1
266;194;196;152;land;false;forest;1
267;251;194;82;land;false;plains;1
268;210;119;174;land;false;mountain;1
269;88;202;230;land;true;forest;1
270;205;205;98;land;false;desert;1
271;76;243;241;land;false;hills;1
272;207;175;239;land;false;desert;1
273;104;211;189;land;false;forest;1
274;105;175;226;land;false;hills;1
275;237;213;252;land;false;forest;1
276;242;126;167;land;true;plains;1
277;198;167;147;land;false;hills;1
278;238;165;231;land;false;hills;1
279;145;227;246;land;false;desert;1
280;208;144;218;land;false;mountain;1
281;193;165;179;land;false;mountain;1
282;171;177;173;land;false;forest;1
283;202;249;215;land;false;plains;1
284;240;101;238;land;false;hills;1
285;225;64;218;land;false;hills;1
286;131;235;241;land;true;forest;1
287;86;218;245;land;false;plains;1
288;230;214;228;land;false;plains;1
289;179;167;183;land;true;jungle;1
290;233;116;196;land;true;jungle;1
291;215;163;194;land;false;plains;1
292;144;237;141;land;true;plains;1
293;115;195;210;land;false;plains;1
294;171;220;176;land;false;desert;1
295;203;147;238;land;true;forest;1
296;218;231;98;land;false;hills;1
297;136;215;211;land;false;plains;1
298;93;240;218;land;false;hills;1
299;214;201;236;land;false;desert;1
300;195;218;123;land;false;forest;1
301;236;241;57;land;false;forest;1
302;180;229;221;land;false;forest;1
303;177;196;144;land;false;forest;1
304;170;249;161;land;false;forest;1
305;217;243;205;land;false;desert;1
306;233;253;90;land;false;mountain;1
307;60;233;226;land;true;jungle;1
308;199;159;171;land;false;desert;1
309;230;207;176;land;false;hills;1
310;246;83;218;land;true;jungle;1
311;74;254;195;land;false;desert;1
312;227;225;243;land;false;plains;1
313;215;155;254;land;false;plains;1
314;143;203;194;land;false;desert;1
315;246;202;137;land;false;plains;1
316;222;224;147;land;false;forest;1
317;196;251;149;land;true;plains;1
318;230;232;232;land;false;plains;1
319;115;243;177;land;false;mountain;1
320;120;154;247;land;false;hills;1
321;236;202;86;land;false;desert;1
322;102;233;190;land;false;plains;1
323;227;155;247;land;false;plains;1
324;192;129;243;land;true;hills;1
325;162;228;223;land;false;desert;1
326;130;128;244;land;false;plains;1
327;244;196;108;land;false;desert;1
328;219;139;157;land;false;desert;1
329;204;100;251;land;false;hills;1
330;157;183;202;land;false;plains;1
331;253;64;235;land;false;plains;1
332;224;137;194;land;false;desert;1
333;233;225;253;land;false;plains;1
334;252;170;230;land;false;hills;1
335;206;72;241;land;true;jungle;1
336;225;165;211;land;false;hills;1
337;223;77;211;land;false;plains;1
338;184;111;226;land;false;hills;1
339;148;250;156;land;true;plains;1
340;230;92;219;land;false;mountain;1
341;213;187;215;land;false;hills;1
342;212;216;234;land;false;hills;1
343;213;76;250;land;false;plains;1
344;237;235;187;land;false;mountain;1
345;217;123;242;land;false;hills;1
346;27;227;248;land;false;hills;1
347;96;208;212;land;false;forest;1
348;235;185;143;land;false;hills;1
349;224;135;243;land;false;mountain;1
350;254;156;230;land;false;mountain;1
351;249;125;232;land;false;mountain;1
352;203;185;136;land;false;plains;1
353;162;186;175;land;false;hills;1
354;191;190;250;land;false;plains;1
355;210;205;153;land;true;plains;1
356;121;215;167;land;false;forest;1
357;240;209;115;land;false;hills;1
358;167;191;243;land;false;hills;1
359;245;217;197;land;false;plains;1
360;212;80;238;land;true;plains;1
361;252;200;99;land;false;desert;1
362;84;240;214;land;true;forest;1
363;186;147;254;land;false;hills;1
364;173;103;231;land;false;forest;1
365;202;210;135;land;false;desert;1
366;220;183;233;land;false;plains;1
367;90;176;236;land;false;hills;1
368;112;196;252;land;false;plains;1
369;69;226;223;land;false;plains;1
370;179;217;170;land;false;plains;1
371;116;227;227;land;false;hills;1
372;58;246;200;land;false;mountain;1
373;234;224;131;land;false;forest;1
374;179;213;233;land;false;hills;1
375;239;212;187;land;false;mountain;1
376;237;173;152;land;false;forest;1
377;237;22;62;land;false;plains;1
378;249;167;234;land;false;forest;1
379;236;86;182;land;false;plains;1
380;133;201;208;land;false;hills;1
381;185;238;205;land;false;mountain;1
382;224;201;99;land;false;jungle;1
383;204;238;185;land;true;plains;1
384;136;220;252;land;true;jungle;1
385;231;191;169;land;false;hills;1
386;65;228;233;land;false;forest;1
387;156;238;157;land;false;forest;1
388;125;227;252;land;false;desert;1
389;214;219;236;land;false;hills;1
390;205;151;147;land;false;mountain;1
391;130;222;240;land;false;mountain;1
392;134;220;212;land;false;jungle;1
393;223;202;106;land;true;plains;1
394;164;215;171;land;false;urban;1
395;241;163;131;land;false;plains;1
396;209;208;175;land;false;desert;1
397;233;218;232;land;false;mountain;1
398;174;218;226;land;false;plains;1
399;220;179;227;land;false;hills;1
400;212;83;219;land;false;desert;1
401;235;193;251;land;false;plains;1
402;239;200;88;land;false;mountain;1
403;247;201;165;land;false;plains;1
404;198;208;109;land;false;hills;1
405;250;184;180;land;false;plains;1
406;145;170;246;land;false;desert;1
407;98;179;251;land;true;plains;1
408;232;229;242;land;false;plains;1
409;140;171;220;land;false;plains;1
410;210;187;148;land;false;plains;1
411;204;129;176;land;false;mountain;1
412;237;137;146;land;false;hills;1
413;224;97;251;land;false;hills;1
414;219;101;242;land;false;plains;1
415;140;232;216;land;false;forest;1
416;226;186;172;land;false;hills;1
417;221;221;77;land;false;hills;1
418;162;129;241;land;false;mountain;1
419;77;218;251;land;true;jungle;1
420;144;225;252;land;false;mountain;1
421;141;253;170;land;false;hills;1
422;156;138;253;land;false;forest;1
423;134;222;152;land;false;hills;1
424;238;204;165;land;false;hills;1
425;179;211;226;land;false;desert;1
426;242;164;237;land;true;forest;1
427;194;170;189;land;false;hills;1
428;241;199;113;land;false;desert;1
429;197;121;211;land;false;forest;1
430;248;210;234;land;true;forest;1
431;134;243;215;land;false;hills;1
432;133;217;164;land;false;desert;1
433;95;241;244;land;false;hills;1
434;246;203;128;land;false;hills;1
435;245;91;185;land;false;forest;1
436;212;106;234;land;false;plains;1
437;89;205;252;land;false;hills;1
438;189;159;173;land;false;plains;1
439;160;120;225;land;false;hills;1
440;213;199;128;land;false;plains;1
441;118;224;159;land;false;hills;1
442;240;236;202;land;false;plains;1
443;217;85;225;land;false;hills;1
444;174;254;94;land;false;desert;1
445;196;166;244;land;false;plains;1
446;157;118;237;land;false;hills;1
447;252;227;217;land;false;plains;1
448;212;233;138;land;false;forest;1
449;232;211;209;land;false;plains;1
450;253;100;208;land;false;plains;1
451;165;252;202;land;false;forest;1
452;133;183;226;land;false;hills;1
453;196;116;196;land;false;plains;1
454;201;252;140;land;false;desert;1
455;220;144;155;land;false;plains;1
456;142;202;160;land;false;hills;1
457;233;209;234;land;false;desert;1
458;188;232;253;land;false;hills;1
459;170;210;180;land;false;forest;1
460;212;230;180;land;false;mountain;1
461;245;124;200;land;false;plains;1
462;102;199;241;land;false;hills;1
463;193;254;74;land;false;plains;1
464;228;36;237;land;true;plains;1
465;251;123;252;land;true;jungle;1
466;182;188;250;land;false;plains;1
467;178;153;180;land;false;forest;1
468;169;207;144;land;false;hills;1
469;200;105;199;land;false;plains;1
470;161;251;234;land;false;plains;1
471;143;238;149;land;false;plains;1
472;131;253;127;land;false;forest;1
473;180;200;248;land;false;forest;1
474;165;122;239;land;false;mountain;1
475;205;157;140;land;false;hills;1
476;217;201;158;land;false;plains;1
477;245;170;195;land;false;desert;1
478;95;196;236;land;false;hills;1
479;192;179;185;land;false;desert;1
480;150;207;211;land;false;hills;1
481;252;159;176;land;true;jungle;1
482;250;92;251;land;false;desert;1
483;183;189;143;land;false;mountain;1
484;249;151;244;land;false;forest;1
485;209;157;166;land;false;mountain;1
486;135;247;234;land;false;desert;1
487;216;210;119;land;true;forest;1
488;217;231;126;land;false;desert;1
489;137;251;166;land;false;hills;1
490;179;222;188;land;true;jungle;1
491;189;205;169;land;false;forest;1
492;245;163;231;land;false;hills;1
493;143;208;159;land;false;mountain;1
494;226;221;215;land;false;hills;1
495;250;208;232;land;false;plains;1
496;249;59;210;land;false;desert;1
497;232;214;213;land;false;plains;1
498;221;168;158;land;false;desert;1
499;206;207;102;land;false;hills;1
500;199;235;75;land;false;desert;1
501;173;181;186;land;false;plains;1
502;132;186;205;land;false;desert;1
503;143;173;240;land;true;plains;1
504;214;81;242;land;true;plains;1
505;89;238;242;land;false;hills;1
506;114;180;208;land;false;forest;1
507;190;191;184;land;false;plains;1
508;191;157;199;land;false;hills;1
509;234;161;230;land;false;plains;1
510;224;191;126;land;false;plains;1
511;128;141;249;land;false;hills;1
512;188;125;237;land;false;desert;1
513;224;177;185;land;false;hills;1
514;69;210;243;land;false;plains;1
515;173;199;189;land;false;mountain;1
516;204;229;182;land;false;hills;1
517;159;208;215;land;false;mountain;1
518;177;202;143;land;false;plains;1
519;222;220;106;land;false;desert;1
520;101;241;240;land;false;mountain;1
521;171;208;235;land;true;plains;1
522;116;231;216;land;false;desert;1
523;225;163;141;land;false;hills;1
524;182;79;243;land;true;hills;1
525;224;189;194;land;false;hills;1
526;252;219;136;land;false;forest;1
527;238;166;216;land;true;forest;1
528;203;129;189;land;true;forest;1
529;242;148;221;land;false;hills;1
530;186;212;220;land;false;hills;1
531;246;75;235;land;false;plains;1
532;119;169;248;land;true;plains;1
533;219;127;195;land;false;plains;1
534;232;223;237;land;false;plains;1
535;151;146;229;land;false;forest;1
536;228;227;152;land;false;hills;1
537;71;205;230;land;true;plains;1
538;164;187;230;land;false;desert;1
539;183;147;215;land;false;desert;1
540;177;217;245;land;false;plains;1
541;188;143;203;land;false;plains;1
542;191;200;170;land;false;hills;1
543;215;228;69;land;false;mountain;1
544;233;149;127;land;false;hills;1
545;253;191;175;land;false;plains;1
546;141;230;203;land;false;desert;1
547;243;233;84;land;true;plains;1
548;203;220;224;land;false;mountain;1
549;228;205;95;land;false;hills;1
550;78;238;223;land;false;hills;1
551;239;167;103;land;false;hills;1
552;131;233;196;land;false;hills;1
553;130;164;209;land;false;hills;1
554;104;244;202;land;false;plains;1
555;251;167;188;land;false;hills;1
556;238;250;160;land;false;forest;1
557;158;238;178;land;false;plains;1
558;195;186;159;land;false;desert;1
559;244;171;92;land;false;hills;1
560;227;228;242;land;false;hills;1
561;247;190;123;land;true;jungle;1
562;195;245;166;land;false;mountain;1
563;195;159;202;land;false;hills;1
564;250;170;226;land;false;plains;1
565;173;229;107;land;false;mountain;1
566;202;237;177;land;false;forest;1
567;245;212;160;land;true;jungle;1
568;237;205;241;land;false;hills;1
569;184;176;218;land;false;desert;1
570;218;254;182;land;true;jungle;1
571;122;218;215;land;false;plains;1
572;227;21;253;land;false;hills;1
573;161;211;194;land;false;hills;1
574;144;149;227;land;false;desert;1
575;201;241;175;land;false;hills;1
576;153;236;185;land;false;mountain;1
577;197;117;250;land;false;hills;1
578;214;232;155;land;false;forest;1
579;239;193;241;land;false;forest;1
580;232;202;223;land;false;hills;1
581;252;132;215;land;false;hills;1
582;167;142;231;land;false;plains;1
583;237;250;52;land;false;mountain;1
584;230;203;82;land;false;hills;1
585;226;224;153;land;false;plains;1
586;254;190;79;land;false;hills;1
587;170;244;160;land;false;hills;1
588;127;154;249;land;false;plains;1
589;168;237;188;land;true;hills;1
590;118;196;211;land;false;forest;1
591;248;177;145;land;false;mountain;1
592;196;211;149;land;false;jungle;1
593;175;241;176;land;false;plains;1
594;249;176;215;land;false;plains;1
595;219;249;101;land;false;desert;1
596;161;205;167;land;false;mountain;1
597;136;155;237;land;false;hills;1
598;234;212;133;land;false;desert;1
599;253;217;39;land;false;plains;1
600;216;251;89;land;false;mountain;1
601;233;179;186;land;true;jungle;1
602;195;250;243;land;true;plains;1
603;252;246;21;land;false;hills;1
604;182;180;230;land;true;forest;1
605;206;136;190;land;false;mountain;1
606;160;249;120;land;false;desert;1
607;144;201;167;land;false;mountain;1
608;175;234;146;land;false;desert;1
609;212;120;170;land;false;desert;1
610;162;244;193;land;true;forest;1
611;163;111;236;land;false;desert;1
612;102;246;211;land;false;plains;1
613;240;151;138;land;false;mountain;1
614;225;114;220;land;false;hills;1
615;239;180;148;land;false;hills;1
616;151;235;222;land;false;hills;1
617;235;109;245;land;false;hills;1
618;180;241;246;land;false;forest;1
619;202;235;238;land;false;mountain;1
620;220;237;45;land;false;hills;1
621;252;211;195;land;false;hills;1
622;224;116;186;land;false;mountain;1
623;241;96;231;land;false;forest;1
624;253;125;187;land;false;desert;1
625;195;239;242;land;false;plains;1
626;133;188;181;land;false;hills;1
627;232;242;155;land;false;mountain;1
628;202;216;115;land;false;jungle;1
629;193;189;208;land;false;hills;1
630;74;226;215;land;false;plains;1
631;171;202;224;land;false;plains;1
632;249;140;211;land;false;hills;1
633;165;189;165;land;false;desert;1
634;241;183;231;land;false;mountain;1
635;185;147;206;land;false;hills;1
636;114;193;246;land;false;hills;1
637;252;249;237;land;false;hills;1
638;114;253;238;land;false;plains;1
639;230;57;226;land;false;forest;1
640;238;121;254;land;false;forest;1
641;240;240;31;land;false;plains;1
642;179;233;180;land;false;hills;1
643;233;221;174;land;false;desert;1
644;199;97;248;land;false;hills;1
645;215;174;216;land;false;desert;1
646;99;183;250;land;false;plains;1
647;239;215;214;land;false;plains;1
648;146;193;211;land;false;desert;1
649;235;218;104;land;false;desert;1
650;252;144;132;land;false;plains;1
651;253;200;193;land;false;plains;1
652;160;200;251;land;false;mountain;1
653;99;233;211;land;false;desert;1
654;175;254;246;land;false;plains;1
655;179;201;143;land;false;hills;1
656;177;225;248;land;true;forest;1
657;110;235;171;land;false;plains;1
658;208;115;181;land;false;desert;1
659;249;187;187;land;false;plains;1
660;176;230;146;land;false;forest;1
661;141;243;203;land;false;plains;1
662;194;237;250;land;false;plains;1
663;205;141;245;land;false;desert;1
664;245;188;86;land;false;desert;1
665;203;214;88;land;false;mountain;1
666;228;109;170;land;false;desert;1
667;142;183;249;land;false;hills;1
668;184;244;149;land;false;plains;1
669;247;156;189;land;false;mountain;1
670;115;193;252;land;true;forest;1
671;164;244;226;land;false;hills;1
672;112;242;179;land;false;desert;1
673;253;91;205;land;false;hills;1
674;202;226;154;land;false;plains;1
675;124;237;161;land;false;plains;1
676;207;219;97;land;false;desert;1
677;244;220;205;land;false;hills;1
678;144;186;215;land;false;plains;1
679;225;219;222;land;false;hills;1
680;234;182;172;land;false;mountain;1
681;110;237;200;land;true;plains;1
682;211;168;166;land;false;hills;1
683;248;243;86;land;false;forest;1
684;220;71;244;land;false;plains;1
685;148;230;144;land;false;mountain;1
686;245;121;155;land;true;jungle;1
687;184;243;184;land;false;forest;1
688;230;162;224;land;false;hills;1
689;206;222;245;land;true;plains;1
690;191;136;204;land;false;desert;1
691;235;202;223;land;false;forest;1
692;210;100;193;land;false;hills;1
693;230;176;225;land;false;forest;1
694;111;15;127;land;false;plains;1
695;247;217;82;land;false;hills;1
696;196;187;198;land;false;hills;1
697;241;231;170;land;false;forest;1
698;220;96;207;land;false;forest;1
699;133;171;235;land;true;plains;1
700;249;253;232;land;true;plains;1
701;204;246;143;land;false;mountain;1
702;230;144;209;land;false;plains;1
703;254;174;230;land;false;mountain;1
704;200;231;72;land;false;hills;1
705;163;123;249;land;false;mountain;1
706;118;234;214;land;false;hills;1
707;148;170;206;land;false;hills;1
708;249;193;86;land;false;forest;1
709;225;196;149;land;false;forest;1
710;208;211;90;land;false;plains;1
711;253;196;108;land;true;hills;1
712;234;247;114;land;false;mountain;1
713;227;188;159;land;false;plains;1
714;234;238;250;land;false;hills;1
715;225;250;242;land;false;desert;1
716;195;179;134;land;false;plains;1
717;189;244;210;land;false;desert;1
718;179;145;181;land;false;forest;1
719;163;178;193;land;true;hills;1
720;248;142;176;land;true;plains;1
721;207;232;237;land;true;hills;1
722;161;177;172;land;false;desert;1
723;179;210;237;land;false;desert;1
724;228;173;206;land;false;hills;1
725;156;136;219;land;false;forest;1
726;167;240;111;land;true;forest;1
727;106;167;243;land;false;mountain;1
728;220;127;197;land;false;mountain;1
729;140;235;126;land;false;forest;1
730;213;117;194;land;false;plains;1
731;233;236;224;land;false;plains;1
732;133;236;250;land;false;hills;1
733;219;224;151;land;false;plains;1
734;108;200;248;land;false;plains;1
735;232;120;149;land;true;forest;1
736;190;249;188;land;false;plains;1
737;45;245;214;land;false;plains;1
738;253;121;202;land;false;hills;1
739;207;131;240;land;false;plains;1
740;225;228;71;land;false;hills;1
741;214;120;183;land;false;hills;1
742;161;164;207;land;false;desert;1
743;199;236;253;land;false;plains;1
744;241;230;171;land;false;forest;1
745;218;155;134;land;false;desert;1
746;218;178;151;land;false;plains;1
747;155;222;134;land;false;plains;1
748;150;223;175;land;false;forest;1
749;118;236;152;land;false;mountain;1
750;254;112;254;land;false;plains;1
751;43;245;233;land;false;plains;1
752;252;99;245;land;true;forest;1
753;229;181;235;land;false;plains;1
754;237;138;220;land;false;desert;1
755;235;224;49;land;false;hills;1
756;221;247;238;land;false;mountain;1
757;113;230;161;land;true;forest;1
758;81;240;245;land;false;mountain;1
759;241;85;239;land;true;plains;1
760;89;250;218;land;false;hills;1
761;235;215;115;land;false;mountain;1
762;127;186;188;land;false;forest;1
763;246;216;242;land;false;mountain;1
764;169;204;191;land;false;plains;1
765;237;98;189;land;false;forest;1
766;120;232;153;land;false;plains;1
767;149;215;143;land;false;plains;1
768;245;252;216;land;false;mountain;1
769;97;164;245;land;true;plains;1
770;161;219;198;land;false;plains;1
771;74;183;254;land;false;plains;1
772;114;214;193;land;false;plains;1
773;188;147;225;land;false;hills;1
774;87;197;220;land;false;plains;1
775;196;201;180;land;false;plains;1
776;168;236;156;land;true;forest;1
777;50;225;226;land;false;hills;1
778;94;240;221;land;false;plains;1
779;190;241;177;land;false;plains;1
780;182;215;243;land;false;mountain;1
781;223;147;229;land;false;desert;1
782;148;139;216;land;false;forest;1
783;109;250;152;land;false;hills;1
784;222;175;228;land;false;plains;1
785;156;213;251;land;false;mountain;1
786;164;198;149;land;false;desert;1
787;193;169;212;land;false;hills;1
788;216;182;216;land;false;hills;1
789;144;248;238;land;false;plains;1
790;101;208;215;land;false;hills;1
791;223;82;241;land;true;forest;1
792;163;192;205;land;false;forest;1
793;174;166;182;land;false;hills;1
794;253;248;29;land;false;hills;1
795;197;221;176;land;false;mountain;1
796;157;233;216;land;true;jungle;1
797;170;113;221;land;true;plains;1
798;138;241;183;land;false;desert;1
799;238;179;234;land;false;plains;1
800;238;165;230;land;false;hills;1
801;107;208;245;land;false;forest;1
802;180;147;227;land;false;jungle;1
803;125;252;249;land;true;jungle;1
804;172;243;116;land;false;hills;1
805;205;114;189;land;false;hills;1
806;149;229;146;land;false;hills;1
807;109;208;235;land;false;plains;1
808;212;246;107;land;false;plains;1
809;149;123;252;land;true;hills;1
810;196;183;166;land;false;mountain;1
811;163;236;111;land;false;mountain;1
812;102;199;233;land;false;plains;1
813;138;204;194;land;false;plains;1
814;222;113;173;land;true;jungle;1
